parent_id,menu_name,missing_name,missing_ingredients,missing_method,missing_nutrition,missing_tags,skipped
ROW_36,น้ำจิ้มจิ้มจุ่ม,False,False,False,False,False,False
ROW_37,ราดหน้าแซลมอน,False,False,False,False,False,False
ROW_38,ผัดหมี่โคราช,False,False,False,False,False,False
ROW_39,ปลาซาบะย่างซีอิ๋ว,False,False,False,False,False,False
ROW_40,แกงคั่วหมูเทโพ,False,False,False,False,False,False
ROW_41,ไก่ทอดเทบาซากิ,False,False,False,False,False,False
ROW_42,ทานทานเมง,False,False,False,False,False,False
ROW_43,ข้าวผัดกะทิขิง,False,False,False,False,False,False
ROW_44,ไก่ทอดกระเทียมพริกไทย,False,False,False,False,False,False
ROW_45,บะหมี่เป็ดอบซอสปักกิ่ง,False,False,False,False,False,False
ROW_46,ผัดเปรี้ยวหวานไก่ทอด,False,False,False,False,False,False
ROW_47,หมูปิ้ง,False,False,False,False,False,False
ROW_48,ทอดมันกุ้ง,False,False,False,False,False,False
ROW_49,ยำไส้กรอก,False,False,False,False,False,False
ROW_50,ขนมปังหน้าหมู,False,False,False,False,False,False
ROW_51,หมูผัดพริกไทยดำ,False,False,False,False,False,False
ROW_52,เนื้อวัวผัดบวบขิง,False,False,False,False,False,False
ROW_53,ต้มยำกุ้ง,False,False,False,False,False,False
ROW_54,ผัดกระเพราไก่,False,False,False,False,False,False
ROW_55,แกงเขียวหวานไก่,False,False,False,False,False,False
ROW_56,ทอดมันปลากราย,False,False,False,False,False,False
ROW_57,ผัดเผ็ดหมู,False,False,False,False,False,False
ROW_58,ผัดผักกระเฉดไก่,False,False,False,False,False,False
ROW_59,ปลาจะละเม็ดทอดราดซอส,False,False,False,False,False,False
ROW_60,ปอเปี๊ยะกุ้ง,False,False,False,False,False,False
ROW_61,แป้งขนมเบื้องญวน,False,False,False,False,False,False
ROW_62,หมูสับนึ่งไข่เค็ม,False,False,False,False,False,False
ROW_63,แกงคั่วฟักไก่,False,False,False,False,False,False
ROW_64,พาสต้าต้มยำไก่,False,False,False,False,False,False
ROW_65,ข้าวผัดแกงเขียวหวาน,False,False,False,False,False,False
ROW_66,ต้มยำปลาช่อนใบมะขามอ่อน,False,False,False,False,False,False
ROW_67,ไก่กะปิ,False,False,False,False,False,False
ROW_68,ไข่ลูกเขย,False,False,False,False,False,False
ROW_69,ไข่คั่วกุ้ง,False,False,False,False,False,False
ROW_70,ไข่ต้มราดซอสถั่ว,False,False,False,False,False,False
ROW_71,กุ้งนึ่งไข่นมสด,False,False,False,False,False,False
ROW_72,ไข่เจียวสเปน,False,False,False,False,False,False
ROW_73,ไข่เจียวกระเทียมดอง,False,False,False,False,False,False
ROW_74,ข้าวต้มปลามิโซะ,False,False,False,False,False,False
ROW_75,ไข่เจียวหน่อไม้หมูสับ,False,False,False,False,False,False
ROW_76,ช่อนผัดคื่นฉ่าย,False,False,False,False,False,False
ROW_77,เข้าใจง่าย เหมาะสำหรับ คนรักการทำอาหาร เมนูปลาบึก,False,False,False,False,False,False
ROW_78,ผัดเผ็ดปลาดุก,False,False,False,False,False,False
ROW_79,ยำปลาดุกฟู,False,False,False,False,False,False
ROW_80,ปลาช่อนลุยสวน,False,False,False,False,False,False
ROW_81,เสือร้องไห้,False,False,False,False,False,False
ROW_82,แกงส้มชะอมไข่,False,False,False,False,False,False
ROW_83,ไข่หุ้มหมู,False,False,False,False,False,False
ROW_84,ไข่ทรงเครื่อง,False,False,False,False,False,False
ROW_85,ออส่วน,False,False,False,False,False,False
ROW_86,ไข่ราดซอส,False,False,False,False,False,False
ROW_87,สลัดมันฝรั่งไข่ต้ม,False,False,False,False,False,False
ROW_88,มันฝรั่งทอดหน้าไข่ดาว,False,False,False,False,False,False
ROW_89,เต้าหู้คลุกไข่ทอด,False,False,False,False,False,False
ROW_90,ไข่ม้วนไส้กรอกมายองเนส,False,False,False,False,False,False
ROW_91,ทามาโกะยากิ,False,False,False,False,False,False
ROW_92,หมี่กะทิ,False,False,False,False,False,False
ROW_93,ไก่ต้มน้ำปลา,False,False,False,False,False,False
ROW_94,กุ้งผัดผงกะหรี่,False,False,False,False,False,False
ROW_95,แกงเห็ดฟางใส่ผักหวาน,False,False,False,False,False,False
ROW_96,แกงผักหวานใส่ไข่มดแดง,False,False,False,False,False,False
ROW_97,หมกปลาซิว,False,False,False,False,False,False
ROW_98,ตำถั่วฝักยาว,False,False,False,False,False,False
ROW_99,ไก่นึ่งอีสาน,False,False,False,False,False,False
ROW_100,แกงแคไก่,False,False,False,False,False,False
ROW_101,แกงกระด้าง,False,False,False,False,False,False
ROW_102,แกงโฮะ,False,False,False,False,False,False
ROW_103,หมูย่างใบชะพลู,False,False,False,False,False,False
ROW_104,น้ำจิ้มปอเปี๊ยะทอด,False,False,False,False,False,False
ROW_105,กุ้งกระเบื้อง,False,False,False,False,False,False
ROW_106,น้ำขิง,False,False,False,False,False,False
ROW_107,ข้าวหน้าไก่,False,False,False,False,False,False
ROW_108,ปีกไก่น้ำแดง,False,False,False,False,False,False
ROW_109,ข้าวผัดกิมจิ,False,False,False,False,False,False
ROW_110,ปีกไก่ทอดตะไคร้,False,False,False,False,False,False
ROW_111,กล้วยแขก,False,False,False,False,False,False
ROW_112,น้ำพริกกล้วยดิบ,False,False,False,False,False,False
ROW_113,น้ำพริกปลาป่น,False,False,False,False,False,False
ROW_114,ยำหูหมู,False,False,False,False,False,False
ROW_115,น้ำพริกอ่องทูน่า,False,False,False,False,False,False
ROW_116,กุ้งพันอ้อย,False,False,False,False,False,False
ROW_117,แกงกะจัว,False,False,False,False,False,False
ROW_118,แกงฮังเล,False,False,False,False,False,False
ROW_119,แกงอ่อมหมู,False,False,False,False,False,False
ROW_120,ผัดฉ่าทะเล,False,False,False,False,False,False
ROW_121,น้ำพริกเผากุ้ง,False,False,False,False,False,False
ROW_122,น้ำพริกมะเขือพวง,False,False,False,False,False,False
ROW_123,ข้าวผัดผงกะหรี่ทะเล,False,False,False,False,False,False
ROW_124,ยำจิ้นไก่,False,False,False,False,False,False
ROW_125,แกงผักปั๋งใส่แหนม,False,False,False,False,False,False
ROW_126,ผัดผักรวมมิตร,False,False,False,False,False,False
ROW_127,กุ้งนึ่งกระเทียมโทน,False,False,False,False,False,False
ROW_128,กระเพาหมูสับวุ้นเส้น,False,False,False,False,False,False
ROW_129,ปลาอินทรีย์ทอดน้ำปลา,False,False,False,False,False,False
ROW_130,แกงขนุนใส่ซี่โครงหมู,False,False,False,False,False,False
ROW_131,แกงผักหวานใส่ปลาย่าง,False,False,False,False,False,False
ROW_132,แกงปลาใส่ตูน,False,False,False,False,False,False
ROW_133,แกงไก่ใส่ฟักหม่น,False,False,False,False,False,False
ROW_134,น้ำพริกปลาร้าผัด,False,False,False,False,False,False
ROW_135,ไก่ห่อใบเตย,False,False,False,False,False,False
ROW_136,ยำชะอมทอดกรอบ,False,False,False,False,False,False
ROW_137,พล่ากุ้ง,False,False,False,False,False,False
ROW_138,ผัดเต้าหู้หมูสับ,False,False,False,False,False,False
ROW_139,น้ำพริกปลาร้าสับ,False,False,False,False,False,False
ROW_140,ไข่ตุ๋นทรงเครื่อง,False,False,False,False,False,False
ROW_141,ไข่ตุ๋นเห็ดเข็มทองหมูสับ,False,False,False,False,False,False
ROW_142,ไข่ตุ๋นต้มยำน้ำข้น,False,False,False,False,False,False
ROW_143,ไข่ตุ๋นหวานแบบจีน,False,False,False,False,False,False
ROW_144,ไข่ตุ๋นหม้อดิน สูตรเกาหลี,False,False,False,False,False,False
ROW_145,ไข่ตุ๋นเนื้อฟู แบบเกาหลี,False,False,False,False,False,False
ROW_146,ไข่ตุ๋นวุ้นเส้นหมูสับ,False,False,False,False,False,False
ROW_147,ข้าวผัดปลากระป๋อง,False,False,False,False,False,False
ROW_148,ยำไข่เจียวน้ำพริกเผา,False,False,False,False,False,False
ROW_149,ตับหมูผัดพริกไทยดำ,False,False,False,False,False,False
ROW_150,ขาหมูพะโล้,False,False,False,False,False,False
ROW_151,ตับหวาน,False,False,False,False,False,False
ROW_152,ส้มตำเต้าหู้กรอบ,False,False,False,False,False,False
ROW_153,ผัดซีอิ๊วหมู,False,False,False,False,False,False
ROW_154,ราดหน้ายอดผัก,False,False,False,False,False,False
ROW_155,คะน้าหมูกรอบ,False,False,False,False,False,False
ROW_156,ผัดยอดฟักแม้ว,False,False,False,False,False,False
ROW_157,ผัดกระเพราหมูสับ,False,False,False,False,False,False
ROW_158,กุ้งทอดราดพริก,False,False,False,False,False,False
ROW_159,กระเพาะหมูตุ๋นพริกไทยดำ,False,False,False,False,False,False
ROW_160,ซี่โครงหมูทอดสามรส,False,False,False,False,False,False
ROW_161,ข้าวผัดกุนเชียง,False,False,False,False,False,False
ROW_162,สปาเก็ตตี้ผัดผงกะหรี่,False,False,False,False,False,False
ROW_163,ข้าวผัดเบญจรงค์,False,False,False,False,False,False
ROW_164,ปลาแซลมอนผัดพะโล้,False,False,False,False,False,False
ROW_165,แหนมเนือง,False,False,False,False,False,False
ROW_166,น้ำเห็ดหลินจือ,False,False,False,False,False,False
ROW_167,น้ำกระเจี๊ยบ,False,False,False,False,False,False
ROW_168,น้ำส้มคั้น,False,False,False,False,False,False
ROW_169,น้ำสับปะรด,False,False,False,False,False,False
ROW_170,น้ำมะม่วง,False,False,False,False,False,False
ROW_171,น้ำฝรั่ง,False,False,False,False,False,False
ROW_172,น้ำจิ้มซีฟู๊ด,False,False,False,False,False,False
ROW_173,น้ำจิ้มซีฟู๊ดสูตร 2,False,False,False,False,False,False
ROW_174,น้ำจิ้มซีฟู๊ด สูตร 3,False,False,False,False,False,False
ROW_175,น้ำจิ้มซีฟู๊ด สูตร 4,False,True,True,False,False,False
ROW_176,น้ำจิ้มซีฟู๊ด สูตร 5,False,True,True,False,False,False
ROW_177,น้ำจิ้มสุกี้,False,False,False,False,False,False
ROW_178,แกงเหลืองมะละกอกุ้ง,False,False,False,False,False,False
ROW_179,แป้งขนมครก,False,False,False,False,False,False
ROW_180,แกงคั่วมะระปลาดุก,False,False,False,False,False,False
ROW_181,ซาลาเปา,False,False,False,False,False,False
ROW_182,น้ำพริกกุ้งสด,False,False,False,False,False,False
ROW_183,น้ำพริกแมงดา,False,False,False,False,False,False
ROW_184,น้ำพริกกะปิกุ้งแห้ง,False,False,False,False,False,False
ROW_185,น้ำพริกปลาย่าง,False,False,False,False,False,False
ROW_186,ราดหน้าเจ,False,False,False,False,False,False
ROW_187,ข้าวห่อสาหร่ายคิมบับ,False,False,False,False,False,False
ROW_188,กะหล่ำปลีทอดน้ำปลา,False,False,False,False,False,False
ROW_189,มะพร้าวแก้ว,False,False,False,False,False,False
ROW_190,บัวลอยน้ำขิง,False,False,False,False,False,False
ROW_191,ขนมทองเอก,False,False,False,False,False,False
ROW_192,เผือกกวน,False,False,False,False,False,False
ROW_193,ทองหยอด,False,False,False,False,False,False
ROW_194,ทองหยิบ,False,False,False,False,False,False
ROW_195,ขนมกล้วย,False,False,False,False,False,False
ROW_196,ขนมตะโก้,False,False,False,False,False,False
ROW_197,ขนมตาล,False,False,False,False,False,False
ROW_198,ข้าวต้มมัด,False,False,False,False,False,False
ROW_199,น้ำกล้วยโยเกิร์ต,False,False,False,False,False,False
ROW_200,น้ำพริกปลาร้า,False,False,False,False,False,False
ROW_201,น้ำพริกโจร,False,False,False,False,False,False
ROW_202,น้ำพริกคั่วทูน่า,False,False,False,False,False,False
ROW_203,หลนปู,False,False,False,False,False,False
ROW_204,ไข่อบชีสพริกหยวก,False,False,False,False,False,False
ROW_205,หมูทอด,False,False,False,False,False,False
ROW_206,เกสรดอกชมพู่,False,False,False,False,False,False
ROW_207,ข้าวมัน,False,False,False,False,False,False
ROW_208,ปลาผัดสะตอ,False,False,False,False,False,False
ROW_209,ข้าวผัดปู,False,False,False,False,False,False
ROW_210,ปีกไก่ทอดคั่วพริกเกลือ,False,False,False,False,False,False
ROW_211,ส้มตำไข่ฟู,False,False,False,False,False,False
ROW_212,ไข่ตุ๋นญี่ปุ่น,False,False,False,False,False,False
ROW_213,ยำปลาแซลมอน,False,False,False,False,False,False
ROW_214,น้ำแคนตาลูป,False,False,False,False,False,False
ROW_215,ขนมจีนน้ำยาป่า,False,False,False,False,False,False
ROW_216,ขนมจีนน้ำยากะทิ,False,False,False,False,False,False
ROW_217,ไก่แช่เหล้า,False,False,False,False,False,False
ROW_218,ต้มยำขาหมู,False,False,False,False,False,False
ROW_219,น้ำจิ้มลวกจิ้ม,False,False,False,False,False,False
ROW_220,น้ำจิ้มข้าวมันไก่,False,False,False,False,False,False
ROW_221,น้ำจิ้มแจ่ว ต้นตำรับ,False,False,False,False,False,False
ROW_222,น้ำจิ้มไก่ย่าง,False,False,False,False,False,False
ROW_223,น้ำจิ้มไก่,False,False,False,False,False,False
ROW_224,น้ำจิ้มหมูกะทะ,False,False,False,False,False,False
ROW_225,น้ำจิ้มข้าวขาหมู,False,True,True,False,False,False
ROW_226,แกงป่าหมู,False,False,False,False,False,False
ROW_227,น้ำจิ้มข้าวหมกไก่,False,False,False,False,False,False
ROW_228,น้ำแครอท,False,False,False,False,False,False
ROW_229,มะละกอผัดวุ้นเส้น,False,False,False,False,False,False
ROW_230,น้ำเก๊กฮวย,False,False,False,False,False,False
ROW_231,แกงคั่วหมูหน่อไม้สด,False,False,False,False,False,False
ROW_232,ลาบปลาหมึก,False,False,False,False,False,False
ROW_233,บะหมี่กะเพราหมูสับ,False,False,False,False,False,False
ROW_234,ปลากระพงนึ่งซีอิ้ว,False,False,False,False,False,False
ROW_235,เป็ดพะโล้,False,False,False,False,False,False
ROW_236,ไก่แปะซะ,False,False,False,False,False,False
ROW_237,กระเพาะปลาน้ำแดง,False,False,False,False,False,False
ROW_238,หมูเปรี้ยวหวาน,False,False,False,False,False,False
ROW_239,เคาหยก,False,False,False,False,False,False
ROW_240,บะกุ๊ดเต๋,False,False,False,False,False,False
ROW_241,เนื้อตุ๋นหม้อดิน,False,False,False,False,False,False
ROW_242,กุ้งกระจก,False,False,False,False,False,False
ROW_243,หัวปลาหม้อดิน,False,False,False,False,False,False
ROW_244,เต้าหู้คลุกไข่เค็ม,False,False,False,False,False,False
ROW_245,ข้าวอบปลาเค็ม,False,False,False,False,False,False
ROW_246,ปูผัดพริกไทยดำ,False,False,False,False,False,False
ROW_247,ปูม้าทอดกระเทียมพริกไทย,False,False,False,False,False,False
ROW_248,ไก่ทอดบอนชอน,False,False,False,False,False,False
ROW_249,น้ำเต้าหู้ใบเตย,False,False,False,False,False,False
ROW_250,ข้าวผัดต้มยำกุ้ง,False,False,False,False,False,False
ROW_251,ไข่เจียวต้นอ่อนทานตะวัน,False,False,False,False,False,False
ROW_252,ฟักทองสังขยา,False,False,False,False,False,False
ROW_253,ผัดหมี่ซั่ว,False,False,False,False,False,False
ROW_254,ปลากระพงผัดพริกไทยดำ,False,False,False,False,False,False
ROW_255,ปลาเก๋าลวกจิ้ม,False,False,False,False,False,False
ROW_256,ต้มโคล้งทะเล,False,False,False,False,False,False
ROW_257,ปลาสลิดผัดพริกแกง,False,False,False,False,False,False
ROW_258,ข้าวผัดน้ำพริกกะปิ,False,False,False,False,False,False
ROW_259,หมูแดง,False,False,False,False,False,False
ROW_260,ข้าวหมูแดง,False,False,False,False,False,False
ROW_261,ข้าวผัดหมูแดง,False,False,False,False,False,False
ROW_262,ไข่ตุ๋นนมสด,False,False,False,False,False,False
ROW_263,ข้าวมันส้มตำไทย,False,False,False,False,False,False
ROW_264,ข้าวหมูอบ,False,False,False,False,False,False
ROW_265,เส้นหมีผัดกระเฉด,False,False,False,False,False,False
ROW_266,ไข่กระทะ,False,False,False,False,False,False
ROW_267,หมูต้มใบชะมวง,False,False,False,False,False,False
ROW_268,ต้มเค็มฟักหมูสามชั้น,False,False,False,False,False,False
ROW_269,ข้าวเหนียวปิ้งไส้กุ้ง,False,False,False,False,False,False
ROW_270,ต้มยำกุ้งน้ำค้น,False,False,False,False,False,False
ROW_271,เกี๊ยวปูทอด,False,False,False,False,False,False
ROW_272,ห่อหมกปลาหมึก,False,False,False,False,False,False
ROW_273,อาหารเข้าใจง่าย เหมาะสำหรับคนรักการทำอาหาร เมนูแกงกะหรี่,False,True,True,False,False,False
ROW_274,หมูสามชั้นทอดพริกแกง,False,False,False,False,False,False
ROW_275,แกงเขียวหวานหมู,False,False,False,False,False,False
ROW_276,ปูผัดพริก,False,False,False,False,False,False
ROW_277,กะหล่ำปลีม้วน,False,False,False,False,False,False
ROW_278,ต้มยำไข่เจียว,False,False,False,False,False,False
ROW_279,แกงเขียวหวานลูกชิ้นปลากราย,False,False,False,False,False,False
ROW_280,ต้มยำปลานิล,False,False,False,False,False,False
ROW_281,น้ำพริกกุ้งป่น,False,False,False,False,False,False
ROW_282,ต้มยำเห็ดรวม,False,False,False,False,False,False
ROW_283,ต้มยำปลาช่อน,False,False,False,False,False,False
ROW_284,ต้มยำรวมมิตร,False,False,False,False,False,False
ROW_285,ปูทอดกระเทียมพริกไทย,False,False,False,False,False,False
ROW_286,หมูทอดกะปิ,False,False,False,False,False,False
ROW_287,หมูโสร่ง,False,False,False,False,False,False
ROW_288,แกงเขียวหวานทะเล,False,False,False,False,False,False
ROW_289,สลัดพันหอม,False,False,False,False,False,False
ROW_290,หมูกรอบ,False,False,False,False,False,False
ROW_291,เห็ดกระเทียม,False,False,False,False,False,False
ROW_292,ปอเปี้ยะสด,False,False,False,False,False,False
ROW_293,น้ำเต้าหู้,False,False,False,False,False,False
ROW_294,น้ำมะตูม,False,False,False,False,False,False
ROW_295,น้ำตะไคร้,False,False,False,False,False,False
ROW_296,น้ำมะเฟือง,False,False,False,False,False,False
ROW_297,น้ำลูกยอ,False,False,False,False,False,False
ROW_298,น้ำขิงมะนาว,False,False,False,False,False,False
ROW_299,ชาใบชะมวง,False,False,False,False,False,False
ROW_300,โซยหว่อ,False,False,False,False,False,False
ROW_301,หอมหัวใหญ่ชุบแป้งทอด,False,False,False,False,False,False
ROW_302,ส้มตำผลไม้,False,False,False,False,False,False
ROW_303,ไข่เจียวทูน่า,False,False,False,False,False,False
ROW_304,ห่อหมกทะเล,False,False,False,False,False,False
ROW_305,น้ำพริกขี้กา,False,False,False,False,False,False
ROW_306,หมูผัดไข่,False,False,False,False,False,False
ROW_307,มาม่าต้มยำสไตล์เกาหลี,False,False,False,False,False,False
ROW_308,มาม่าต้มยำแห้งหมูสับ,False,False,False,False,False,False
ROW_309,บั๋นหมี่,False,False,False,False,False,False
ROW_310,บั๋นจึง,False,False,False,False,False,False
ROW_311,ผัดกระเพราปลาหมึก,False,False,False,False,False,False
ROW_312,ผัดกระเพรากุ้ง,False,False,False,False,False,False
ROW_313,กระเพราหมูกรอบ,False,False,False,False,False,False
ROW_314,ผัดกระเพราเป็ด,False,False,False,False,False,False
ROW_315,ลาบหมู,False,False,False,False,False,False
ROW_316,ลาบเป็ด,False,False,False,False,False,False
ROW_317,ลาบพวงไข่ไก่,False,False,False,False,False,False
ROW_318,ลาบไก่เส้นบุก,False,False,False,False,False,False
ROW_319,ลาบเจ,False,False,False,False,False,False
ROW_320,ลาบเนื้อทอด,False,False,False,False,False,False
ROW_321,น้ำจิ้มกระเทียม,False,False,False,False,False,False
ROW_322,ขนมเหนียว ขนมหูแมว ( บั๋นไตแม่ว ),False,False,False,False,False,False
ROW_323,ข้าวเหนียวนึ่งถั่วเขียว,False,False,False,False,False,False
ROW_324,ข้าวเหนียวนึ่งกับงาคั่ว,False,False,False,False,False,False
ROW_325,แกงหัวปลีใบชะพลู,False,False,False,False,False,False
ROW_326,ก๊าจ๋า,False,False,False,False,False,False
ROW_327,จ๋ายอ,False,False,False,False,False,False
ROW_328,หมูหนาว,False,False,False,False,False,False
ROW_329,นิกุมิโซะ,False,False,False,False,False,False
ROW_330,ทับทิมกรอบรากบัว,False,False,False,False,False,False
ROW_331,ข้าวผัดหมูลิ้นจี่,False,False,False,False,False,False
ROW_332,ปลาดุกหมกกะปิ,False,False,False,False,False,False
ROW_333,ยำสตอเบอรี่กุ้งสด,False,False,False,False,False,False
ROW_334,ข้าวผัดน้ำพริกเผา,False,False,False,False,False,False
ROW_335,ข้าวผัดมันกุ้ง,False,False,False,False,False,False
ROW_336,ข้าวผัดกุ้ง,False,False,False,False,False,False
ROW_337,ข้าวผัดต้มยำ,False,False,False,False,False,False
ROW_338,วุ้นน้ำส้ม,False,False,False,False,False,False
ROW_339,วุ้นกะทิเป็ด,False,False,False,False,False,False
ROW_340,เต้าหู้นมสด,False,False,False,False,False,False
ROW_341,ปลาหิมะผัดผงกะหรี่,False,False,False,False,False,False
ROW_342,ข้าวเหนียวสังขยา,False,False,False,False,False,False
ROW_343,ขนมทองหยอด,False,False,False,False,False,False
ROW_344,ทองเอก,False,False,False,False,False,False
ROW_345,บัวลอยมันส้ม,False,False,False,False,False,False
ROW_346,ขนมข้าวเกรียบอ่อน,False,False,False,False,False,False
ROW_347,ตะโก้เผือก,False,False,False,False,False,False
ROW_348,ขนมจาวตาลเชื่อม,False,False,False,False,False,False
ROW_349,ขนมข้าวเหนียวตัดหน้างา,False,False,False,False,False,False
ROW_350,ขนมถั่วทอง,False,False,False,False,False,False
ROW_351,ข้าวเหนียวแก้วใบเตย,False,False,False,False,False,False
ROW_352,มะพร้าวแก้วใบเตย,False,False,False,False,False,False
ROW_353,ข้าวเหนียวดอกโสน,False,False,False,False,False,False
ROW_354,ขนมถ้วย,False,False,False,False,False,False
ROW_355,วุ้นมะพร้าว,False,False,False,False,False,False
ROW_356,ข้าวเหนียวหน้านวล,False,False,False,False,False,False
ROW_357,มันสำปะหลังเชื่อม,False,False,False,False,False,False
ROW_358,ข้าวเหนียวมะม่วง,False,False,False,False,False,False
ROW_359,กล้วยบวดมันม่วง,False,False,False,False,False,False
ROW_360,กล้วยบวดฟักทอง,False,False,False,False,False,False
ROW_361,หัวมันหน้ากะทิ,False,False,False,False,False,False
ROW_362,ขนมกลีบลำดวล,False,False,False,False,False,False
ROW_363,น้ำพริกเต้าหู้ยี้,False,False,False,False,False,False
ROW_364,น้ำพริกกากหมู,False,False,False,False,False,False
ROW_365,น้ำพริกหมุ สูตรสววรค์โลก,False,False,False,False,False,False
ROW_366,น้ำพริกกลางดง,False,False,False,False,False,False
ROW_367,น้ำพริกกบ,False,False,False,False,False,False
ROW_368,น้ำพริกปักษ์ใต้,False,False,False,False,False,False
ROW_369,น้ำพริกระกำ,False,False,False,False,False,False
ROW_370,น้ำพริกพริกไทยสด,False,False,False,False,False,False
ROW_371,น้ำพริกหมูกรอบ,False,False,False,False,False,False
ROW_372,หลนเต้าเจี้ยว,False,False,False,False,False,False
ROW_373,น้ำพริกตะไคร้,False,False,False,False,False,False
ROW_374,น้ำพริกปลากรอบ,False,False,False,False,False,False
ROW_375,น้ำพริกผัดทูน่า,False,False,False,False,False,False
ROW_376,น้ำพริกไข่เค็ม,False,False,False,False,False,False
ROW_377,น้ำพริกลงเรือ,False,False,False,False,False,False
ROW_378,พล่าเต้าหู้ทอดกรอบ,False,False,False,False,False,False
ROW_379,พล่าหนวดปลาหมึก,False,False,False,False,False,False
ROW_380,แกงส้มปลากดหน่อไม้ดอง,False,False,False,False,False,False
ROW_381,ผัดแขนงหมูสับ,False,False,False,False,False,False
ROW_382,น้ำจิ้มถั่วตัด,False,False,False,False,False,False
ROW_383,ปลากระพงผัดต้มยำแห้ง,False,False,False,False,False,False
ROW_384,ยำดอกขจรกุ้งสด,False,False,False,False,False,False
ROW_385,ผัดชะอมปลาช่อนทอดกรอบ,False,False,False,False,False,False
ROW_386,ยำถั่วพลู,False,False,False,False,False,False
ROW_387,หมูย่างดอกดาหลา,False,False,False,False,False,False
ROW_388,ผัดเผ็ดเนื้อใบยี่หร่า,False,False,False,False,False,False
ROW_389,หูหมูแก้ว,False,False,False,False,False,False
ROW_390,ยำหูหมูแก้ว,False,False,False,False,False,False
ROW_391,ปลาดุกฟูคั่วกลิ้ง,False,False,False,False,False,False
ROW_392,หอยขมผัดฉ่า,False,False,False,False,False,False
ROW_393,ปลานิลทอดกระเทียมพริกไทย,False,False,False,False,False,False
ROW_394,ราดหน้าเย็นตาโฟ,False,False,False,False,False,False
ROW_395,กระเจี๊ยบผัดเกลือ,False,False,False,False,False,False
ROW_396,ไข่เจียวลูกท้อ,False,False,False,False,False,False
ROW_397,ปลาดอรี่นึ่งมะนาว,False,False,False,False,False,False
ROW_398,ยำหมูกรอบ,False,False,False,False,False,False
ROW_399,สปาเก็ตตี้ผัดขี้เมา,False,False,False,False,False,False
ROW_400,แกงกะทิสายบัวปลาทู,False,False,False,False,False,False
ROW_401,ปลากระพงทอดคั่วพริกเกลือ,False,False,False,False,False,False
ROW_402,แกงส้มต้นอ่อนทานตะวัน,False,False,False,False,False,False
ROW_403,เมล่อนกุ้งผัดไข่,False,False,False,False,False,False
ROW_404,แฮ้กึ้น,False,False,False,False,False,False
ROW_405,น้ำจิ้มบ๋วย,False,False,False,False,False,False
ROW_406,ปีกไก่ยัดไส้,False,False,False,False,False,False
ROW_407,ต้มจับฉ่าย,False,False,False,False,False,False
ROW_408,ไหลบัวผัดกุ้งสด,False,False,False,False,False,False
ROW_409,ทอดมันปลาข้าวเหนียว,False,False,False,False,False,False
ROW_410,มะเขือม่วงหมูสับ,False,False,False,False,False,False
